id,ara,siz,sex,age,job,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b34,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,b78,b79,b80,c06,c07,c08,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,mar,edc,inc,c66,c67,c68,c69,xara,dc45,wt,rel
304,1,2,2,4,5,2,2,2,3,3,4,4,3,4,3,2,3,3,1,3,3,4,3,3,2,3,4,2,1,1,2,7,3,3,3,3,4,2,4,4,4,4,2,2,2,2,3,2,2,1,1,3,3,3,3,5,1,2,2,2,4,4,4,3,4,4,3,3,3,4,5,2,2,1,2,3,1,4,1,1,2,2,3,1,1,3,3,3,3,4,4,2,1,2,2,2,2,2,3,2,4,4,2,2,2,3,2,3,2,2,4,2,2,4,4,3,2,4,4,4,5,2,2,2,4,5,1,9,8,3,1.125,2
306,1,2,2,3,5,3,2,6,3,3,4,3,3,4,4,4,3,4,5,3,3,3,2,2,5,5,5,2,1,2,1,9,4,4,3,3,4,1,1,4,4,4,2,2,2,2,1,1,2,1,1,3,3,4,3,5,3,3,2,2,4,2,4,2,2,4,2,4,4,4,2,1,2,2,3,4,1,3,4,1,4,4,4,1,3,3,2,3,3,2,1,1,1,2,2,2,3,4,3,4,4,4,3,3,2,2,2,4,1,2,4,1,2,3,3,3,2,4,4,4,5,2,2,2,4,6,1,3,8,2,.853658536585366,2
307,1,1,2,3,2,4,4,3,3,3,2,3,2,2,2,2,2,2,1,2,3,4,5,5,5,5,5,3,1,4,1,10,4,3,3,3,3,1,3,4,4,3,2,2,2,2,1,1,1,1,1,2,2,3,3,4,1,1,2,2,2,1,4,1,1,4,2,3,3,3,3,2,3,4,3,2,1,3,1,1,2,2,2,1,3,3,2,2,3,3,4,1,1,2,1,3,3,5,5,5,5,5,5,5,1,3,1,1,1,1,2,2,2,2,4,3,1,2,2,2,5,2,2,2,4,4,2,4,4,3,.529411764705882,2
308,1,1,2,1,97,4,4,5,3,2,2,2,2,2,1,2,1,1,1,3,3,3,3,4,4,4,4,3,3,1,1,6,3,3,4,2,4,2,3,4,3,3,2,2,1,2,1,1,1,2,2,3,2,3,4,4,1,2,3,3,5,3,4,3,3,1,2,4,4,2,2,2,3,2,3,2,4,2,1,1,3,2,2,1,3,3,4,3,3,3,3,2,2,3,2,3,1,1,5,5,2,2,2,5,2,5,1,1,2,1,2,2,2,3,3,3,2,2,3,3,3,1,3,4,4,4,1,4,4,2,1,2
309,1,1,1,3,2,2,2,3,2,1,3,1,2,2,2,2,2,1,1,3,3,2,2,1,4,4,5,3,1,2,1,8,3,4,2,3,2,3,3,3,3,3,2,2,1,2,1,1,1,2,2,2,4,3,1,3, ,1,2,2,3,1,4,2,2,1,2,5,5,3,4,1,2,2,4,3,1,3,1,1,3,3,3,1,3,2,2,3,4,3,3,1,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,1,1,2,3,4,3,2,4,2,1,4,4,4,2,2,2,3,4,5,2,4,4,3,1.28571428571429,2
310,1,1,1,3,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,4,4,4,4,3,4,2,1,2,2,6,4,4,1,2,3,2,2,4,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2, ,1,3,3,2,2,2,4,4,1,2,4,4,3,3,1,2,2,3,3,3,3,1,1,2,2,2,1,3,3,3,3,3,3,3,1,1,2,2,2,1,2,3,4,1,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,3,2,3,4,3,4,1,1,4,1,1.28571428571429,2
311,1,1,2,3,5,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,3,1,4,1,9,4,3,3,3,4,3,3,3,4,3,2,2,2,2,1,1,1,1,1,3,4,3,3,4,1,4,1,1,2,2,2,2,2,2,3,3,3,3,3,1,3,4,4,4,1,3,1,1,2,2,3,1,3,4,2,1,3,3,3,2,1,2,1,1,1,5,4,5,5,5,5,5,1,3,1,1,1,1,1,1,1,3,4,2,1,2,2,2,5,2,2,3,3,4,2,4,4,3,.529411764705882,2
312,1,1,2,3,4,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,1,4,2,10,4,3,3,4,3,3,3,3,4,4,2,2,2,2,4,4,4,4,4,1,3,3,3,3, ,3,2,1,2,1,1,1,1,2,3,3,3,3,3,1,2,2,2,2,1,3,1,1,2,2,2,1,3,4,2,1,3,3,4,1,1,2,2,2,3,5,5,5,5,5,5,5,1,3,1,1,1,1,1,1,1,2,4,4,1,2,2,2,5,2,2,3,3,4,1,4,4,3,.529411764705882,2
313,1,1,1,1,97,2,2,5,3,2,1,1,1,1,1,3,1,1,3,2,3,3,3,2,3,3,1,1,1,2,2,8,4,3,3,2,4,4,2,4,3,3,2,2,2,2,3,3,3,3,3,1,5,4,4,2, ,2,4,3,2,3,3,3,3,1,2,2,2,3,3,1,3,3,3,3,1,3,3,2,3,3,2,2,3,4,4,2,2,2,2,3,3,1,2,4,2,1,1,2,2,3,2,5,2,5,1,1,2,3,3,2,4,3,2,1,2,2,3,4,5,1,1,1,1,3,5,4,4,1,.666666666666667,98
314,1,1,2,2,5,1,2,2,4,1,2,2,1,1,1,2,2,2,1,1,2,4,5,1,4,5,1,1,1,2,1,8,4,4,2,1,3,2,1,1,4,3,2,2,2,2,1,1,1,2,3,3,1,4,4,5,1,1,2,2,5,3,5,1,2,1,2,5,5,5,5,1,1,2,3,3,3,4,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,5,2,5,2,1,1,1,2,2,3,3,3,3,1,2,4,4,4,2,2,1,4,4,1,10,4,2,1.14285714285714,2
315,1,1,1,2,3,1,2,5,2,3,2,3,2,1,3,4,1,1,1,2,2,1,1,1,1,2,3,3,3,2,3,7,4,3,3,2,4,4,4,3,4,2,2,2,1,2,3,2,3,2,2,3,2,2,2,2, ,2,3,3,1,3,2,4,4,2,3,5,5,3,4,1,3,2,4,4,1,2,1,1,2,1,1,1,3,4,4,3,4,3,2,1,1,2,2,3,3,1,2,5,2,5,2,2,1,2,1,1,1,2,2,2,2,3,2,2,1,2,3,3,4,1,2,4,4,3,2,12,4,1,1.8,2
316,1,1,2,2,5,2,2,3,3,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,3,3,3,1,1,2,4,7,3,3,2,3,4,3,3,4,4,4,2,2,2,2,2,2,2,2,3,2,5,3,3,3, ,2,3,3,5,4,2,4,4,2,3,3,3,3,3,2,3,3,3,3,4,2,1,3,2,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,3,5,5,5,5,5,2,2,5,2,1,1,1,1,3,3,3,2,2,3,2,2,2,2,3,2,2,2,4,4,2,1,4,1,1.14285714285714,2
317,1,1,1,1,97,2,2,5,3,2,2,3,2,2,2,4,1,1,5,2,3,4,2,4,3,2,2,2,3,2,1,7,4,2,2,2,1,1,2,2,3,3,2,1,1,2,1,1,1,2,2,2,2,3,3,4,1,2,2,2,2,1,4,3,4,1,3,5,4,3,1,1,2,2,3,2,3,3,4,1,3,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,2,2,3,3,2,2,2,2,2,3,2,2,1,2,3,4,2,3,4,3,1,3,3,3,4,1,3,3,3,3,1,4,4,3,.666666666666667,2
318,1,1,2,2,5,1,2,4,2,1,1,1,1,1,9,3,2,1,1,1,3,5,5,5,5,5,5,3,1,2,4,9,3,3,3,3,3,2,3,3,3,2,2,2,2,2,1,1,1,1,2,3,1,2,3,2, ,2,2,2,3,3,1,5,5,1,2,4,4,3,2,1,2,2,3,2,1,3,1,1,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,1,2,3,3,3,2,3,2,1,2,2,3,3,2,3,4,3,4,1,1,4,2,1.14285714285714,2
319,1,1,1,1,97,4,4,6,4,2,2,2,3,2,1,3,2,2,2,2,3,5,4,4,4,4,4,2,3,2,2,9,4,3,2,2,4,4,4,4,4,4,2,1,1,2,1,1,1,1,2,4,4,3,3,5,1,2,4,3,5,3,3,2,3,4,2,5,5,5,4,2,2,2,4,1,1,2,4,1,2,3,1,1,3,3,4,3,3,3,3,2,2,3,2,2,3,5,5,5,2,5,2,3,2,5,2,1,1,2,3,3,3,3,2,3,2,2,3,2,4,1,3,3,3,3,2,4,4,1,.666666666666667,2
320,1,1,2,3,5,1,2,2,2,2,1,2,2,1,3,4,1,1,1,1,2,2,3,3,4,4,5,1,1,2,1,6,4,3,1,3,4,3,2,3,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2, ,3,2,2,3,3,2,4,4,4,3,5,5,4,4,1,2,1,3,2,3,4,1,1,2,3,2,1,3,3,3,3,3,3,3,1,1,1,1,1,3,4,4,4,4,4,4,4,2,3,2,1,1,1,2,3,1,3,3,3,2,4,4,4,5,2,3,4,2,3,2,8,4,2,.529411764705882,2
321,1,1,1,4,4,4,3,5,3,2,2,2,2,2,1,3,2,2,1,4,4,5,4,5,5,4,5,3,1,2,1,7,3,4,3,3,4,2,2,2,4,2,2,2,2,2,1,1,1,2,2,3,2,2,4,5,1,2,2,2,3,2,4,1,2,2,2,4,4,3,2,1,3,2,3,2,1,2,1,1,2,2,2,1,3,3,4,3,3,3,3,1,1,2,1,1,3,2,1,3,3,3,2,2,1,3,3,2,2,1,1,1,2,2,4,3,1,3,4,4,2,2,2,4,3,4,2,4,4,3,.625,2
322,1,2,1,4,2,2,2,5,3,3,4,2,3,2,2,3,4,4,1,3,3,4,3,2,3,4,3,3,1,1,1,9,4,3,4,2,4,3,4,4,4,4,2,2,2,2,2,3,3,3,3,3,2,3,4,5,1,3,4,3,5,3,3,1,2,1,2,3,2,4,4,2,2,3,3,1,1,4,1,1,3,2,2,1,1,2,1,3,3,3,3,2,2,3,2,2,3,4,4,4,3,3,2,2,3,3,2,2,3,2,3,3,2,4,2,4,3,2,2,2,3,2,2,2,4,5,2,1,8,1,.75,2
323,1,2,1,4,2,5,1,2,2,2,1,1,3,3,2,2,1,1,1,4,3,2,3,3,4,3,5,1,1,2,1,7,4,4,4,3,4,3,3,4,4,4,2,2,2,2,3,3,2,4,4,2,3,3,2,3, ,3,3,3,4,3,3,3,4,4,2,3,2,3,4,1,3,3,2,3,1,4,1,1,2,2,2,1,1,2,1,3,3,2,2,1,1,1,1,1,2,4,4,1,1,1,1,1,2,3,2,2,3,2,3,4,4,2,4,3,2,3,3,3,4,2,2,1,4,6,6,9,8,3,.75,98
324,1,2,1,2,3,2,2,5,3,3,4,4,3,4,4,3,3,2,5,4,4,3,2,1,4,3,2,2,3,1,1,8,3,4,3,3,3,3,3,4,4,4,2,2,2,2,3,2,2,1,1,3,1,3,3,4,3,2,3,2,3,2,2,1,1,4,2,4,4,3,3,2,2,2,1,2,1,3,4,1,1,1,1,1,1,2,2,3,3,2,4,2,1,1,2,2,2,4,4,3,4,2,2,3,2,3,2,3,1,3,3,2,3,4,3,3,1,4,2,4,5,2,3,2,4,5,2,8,8,2,1,2
325,1,2,1,1,97,2,4,6,3,3,4,3,2,2,3,3,4,2,5,1,2,2,3,2,2,1,2,2,3,2,1,9,4,4,3,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,1,3,2,2, ,2,2,2,4,1,1,1,1,1,2,3,4,2,2,2,2,2,1,2,1,2,1,1,3,4,4,1,2,2,2,1,1,2,2,1,1,1,2,2,2,4,4,3,2,2,2,2,2,3,2,2,1,1,3,3,3,4,3,3,2,2,1,2,2,1,3,2,3,4,1,8,8,2,1.26923076923077,98
326,1,2,1,2,2,2,2,3,3,3,4,4,3,3,4,3,4,4,1,2,2,3,3,2,2,4,4,2,3,4,2,7,3,4,3,4,3,3,4,4,4,4,2,2,2,2,2,2,2,2,1,3,3,3,3,5,3,3,3,2,4,2,2,1,1,4,2,3,2,4,4,2,2,3,3,2,1,2,4,1,3,4,4,1,2,2,2,3,2,2,2,2,1,1,1,2,2,4,3,2,2,1,2,5,2,2,2,2,3,2,4,2,3,4,3,3,2,4,2,3,5,2,3,1,5,6,6,1,8,2,1,2
327,1,2,1,2,4,4,2,6,3,3,1,2,3,3,3,2,3,4,1,4,4,4,4,5,5,5,5,2,1,4,1,10,3,3,4,2,4,3,4,4,4,4,2,2,2,2,3,1,2,3,2,2,3,2,4,5,2,3,4,4,2,3,3,3,3,4,2,2,3,3,4,2,2,1,2,2,1,4,4,1,1,2,2,1,2,2,2,3,2,3,3,2,2,2,2,2,3,4,4,1,1,2,2,3,2,2,2,2,3,2,1,2,2,4,4,4,3,3,3,4,4,2,2,2,4,5,6,8,8,3,1,2
328,1,2,1,4,3,4,2,6,3,3,4,4,3,3,4,4,2,4,3,4,4,4,3,3,3,5,5,2,3,2,1,10,4,4,4,4,3,1,2,3,3,3,2,2,2,2,3,1,1,1,1,3,2,3,4,5,1,1,3,3,4,4,4,4,4,4,2,3,3,2,4,2,3,2,4,4,1,4,4,1,3,3,3,1,1,3,3,4,4,3,3,1,1,1,1,1,2,3,3,1,1,1,1,2,2,3,2,3,1,1,2,2,2,3,5,3,3,4,4,4,5,2,2,1,5,6,1,12,8,3,.75,3
329,1,2,1,3,3,2,2,2,3,4,4,3,3,3,4,4,4,3,1,4,4,4,2,3,4,4,4,1,1,1,1,9,4,4,4,2,4,3,3,4,4,4,2,2,2,2,2,1,1,1,1,2,2,2,4,5,1,1,3,2,4,1,1,1,2,4,2,3,3,4,3,2,4,3,3,2,1,3,4,1,4,4,3,1,3,3,3,4,4,3,3,2,1,1,1,1,2,4,4,3,3,3,2,2,1,2,3,2,2,1,4,1,3,3,4,3,2,4,2,4,4,2,3,1,4,6,1,1,8,3,1.2,2
330,1,2,2,1,4,5,2,5,3,2,3,4,3,2,1,3,3,3,1,3,3,2,2,3,2,4,5,1,1,2,1,10,4,4,4,2,4,2,2,4,4,4,2,2,2,2,2,3,3,3,1,2,5,2,2,4,3,3,3,4,2,4,4,3,4,4,3,3,3,4,2,3,3,3,4,4,1,4,4,1,2,2,2,1,1,2,2,3,2,2,2,1,1,2,2,2,3,3,3,2,2,2,1,1,2,1,3,2,1,1,4,4,3,4,5,3,2,3,3,4,4,1,2,2,4,5,1,8,8,3,1.23076923076923,2
331,1,2,2,2,5,3,2,6,4,4,4,3,3,2,2,3,1,2,1,3,4,3,4,3,4,4,5,1,3,4,1,10,4,4,3,4,4,3,3,4,4,4,2,2,1,2,3,2,2,2,2,2,3,3,4,4,1,3,4,2,3,3,4,4,4,4,2,3,4,2,2,2,3,1,2,2,1,4,4,3,4,3,3,1,2,3,3,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,4,4,1,3,3,3,2,3,2,2,2,3,4,4,3,3,3,3,4,2,2,2,4,6,1,6,8,3,.975609756097561,2
332,1,2,2,4,5,4,3,6,3,3,4,4,3,3,4,4,4,3,1,4,4,3,3,4,4,3,4,1,1,4,1,8,4,3,3,3,4,4,3,4,4,4,2,1,1,2,3,2,2,3,3,2,2,4,3,4,1,2,4,3,3,4,4,4,5,1,1,3,3,4,3,2,3,3,2,1,1,3,1,1,3,3,3,1,1,3,3,4,3,3,3,1,1,1,1,1,3,2,2,3,3,3,2,2,1,2,2,3,2,2,3,2,2,3,3,3,2,2,2,3,2,2,1,1,5,6,1,8,8,2,1.125,98
334,1,2,2,3,3,4,2,5,3,3,3,2,3,2,4,3,3,2,2,3,4,4,3,3,5,5,4,1,1,2,1,9,3,4,4,4,4,2,2,4,4,4,2,2,2,2,3,2,2,1,1,3,3,2,3,4,2,2,1,1,4,3,3,2,2,4,2,4,3,3,2,3,2,3,3,2,1,3,1,1,4,4,4,1,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,1,1,1,2,2,1,4,2,2,1,1,2,3,3,4,3,4,1,3,3,4,5,2,2,2,3,4,1,13,8,2,.853658536585366,1
335,1,2,1,2,4,1,2,3,2,2,2,2,2,3,3,3,3,2,1,2,3,4,5,4,5,4,4,3,1,2,1,6,3,4,2,3,4,3,3,4,4,4,2,2,2,2,1,1,2,3,3,3,1,3,2,3, ,3,3,3,5,3,3,2,3,1,2,4,4,4,4,1,3,4,2,1,1,2,1,1,3,3,3,1,3,2,2,4,4,4,4,2,1,2,2,2,3,1,2,2,1,2,2,2,1,4,1,1,1,1,2,3,3,1,4,4,1,1,1,1,2,2,3,2,3,3,2,14,8,3,1,98
336,1,2,2,2,5,3,3,4,4,3,3,3,4,3,4,3,3,3,2,4,4,5,4,5,4,5,5,3,1,4,1,99,4,4,2,1,4,3,3,4,4,3,2,2,2,2,1,2,1,3,3,2,1,9,4,5,1,4,2,3,5,3,4,4,2,4,3,2,2,2,1,3,3,4,3,1,4,2,1,1,3,3,3,1,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,2,5,1,1,1,1,3,4,4,4,3,3,1,3,3,3,3,2,2,2,4,5,2,9,8,2,.975609756097561,98
337,1,2,2,2,5,4,3,6,4,4,4,4,4,3,4,3,4,4,1,4,4,5,4,5,4,5,5,3,1,4,1,8,3,4,4,3,4,3,3,4,4,3,2,2,2,2,1,1,1,2,2,3,1,2,4,5,1,3,3,3,5,2,4,2,2,1,4,2,2,2,2,1,4,3,2,1,3,2,1,1,3,3,3,1,3,2,2,4,4,4,4,2,2,2,2,2,3,5,5,5,5,5,5,5,2,5,1,1,1,2,4,4,4,2,4,4,2,2,2,2,2,2,2,2,4,4,2,13,8,3,.975609756097561,98
338,1,2,1,2,4,3,3,6,4,4,4,4,4,3,4,4,4,4,1,4,4,5,4,5,4,5,5,3,1,3,1,7,3,4,2,4,3,3,3,3,3,3,2,2,2,2,1,1,1,3,3,3,1,4,3,3, ,3,3,3,5,2,3,3,3,1,3,3,3,3,2,1,4,3,3,1,1,2,1,1,4,3,3,1,4,3,3,3,4,4,4,3,3,4,4,4,3,2,2,2,2,2,2,2,1,5,1,1,2,1,3,4,4,4,3,3,3,1,1,2,3,2,2,2,4,5,3,11,8,2,1,98
339,1,2,2,3,3,2,2,5,4,3,4,3,3,3,3,3,3,3,1,2,2,5,4,4,4,5,5,3,1,2,2,5,3,3,3,2,4,3,3,4,4,3,2,2,2,2,1,1,1,3,2,3,2,3,3,3, ,2,3,3,5,2,3,3,3,4,3,4,4,4,4,1,3,4,3,1,1,2,1,1,4,3,3,1,3,2,4,4,4,4,4,2,2,2,2,2,3,5,5,5,5,5,5,5,1,5,1,2,1,2,3,4,4,3,3,3,2,2,2,2,4,2,2,2,4,6,2,8,8,2,.853658536585366,2
340,1,2,2,4,5,3,3,6,4,4,4,4,4,3,4,3,4,4,1,4,3,5,4,5,4,5,5,3,1,2,1,7,4,4,3,3,4,4,4,4,4,4,2,2,2,2,3,4,3,4,3,3,1,3,3,4,4,3,3,4,5,1,5,2,2,4,3,3,3,3,2,1,4,3,2,1,1,2,1,2,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,5,5,5,5,5,5,5,1,5,1,2,1,2,3,4,4,4,3,3,2,1,2,3,3,2,1,2,4,6,2,9,8,2,1.125,98
341,1,2,2,4,5,3,2,5,3,4,3,3,4,3,4,3,3,3,1,4,4,5,4,5,4,5,5,3,1,2,1,7,4,4,4,4,4,4,3,4,4,4,2,2,2,2,1,1,1,3,2,3,1,4,3,3, ,3,3,3,5,3,3,3,3,4,3,3,3,3,2,1,4,3,3,1,1,2,3,1,3,3,3,1,3,2,3,3,4,4,4,3,3,4,3,3,3,2,2,2,2,2,3,3,2,5,1,1,2,3,3,4,4,4,3,3,2,1,1,2,3,2,1,1,4,6,3,8,8,2,1.33333333333333,98
342,1,2,2,1,4,3,2,6,2,2,2,2,2,2,2,2,2,2,5,3,4,5,5,5,5,5,5,2,1,2,1,5,3,3,3,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,4,2,3, ,3,3,3,3,3,3,3,3,4,4,2,2,2,1,2,3,3,3,3,1,4,4,1,3,3,3,1,4,2,3,2,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,2,5,2,9,9,9,9,9,9,4,4,4,2,3,3,3,4,1,2,3,3,4,3,8,8,3,1.23076923076923,2
343,1,2,2,2,5,2,2,5,4,4,4,4,4,3,4,3,4,3,1,4,4,5,4,5,4,5,5,3,1,4,1,6,4,4,4,3,4,3,3,4,4,3,2,2,2,2,1,1,1,3,3,1,2,3,3,4,1,3,3,3,3,2,5,3,3,2,3,3,3,3,2,1,3,3,3,1,1,2,1,1,4,3,3,1,4,4,4,4,4,4,4,4,4,3,4,4,3,5,5,5,5,5,5,5,1,5,1,1,1,1,3,3,3,2,4,4,1,3,3,3,3,2,2,3,3,4,3,8,8,3,.975609756097561,2
345,1,2,2,4,5,4,3,6,4,4,4,4,4,3,4,3,4,3,1,4,4,5,4,5,4,5,4,3,1,4,1,8,4,4,3,3,4,4,4,4,4,4,2,2,2,2,1,1,1,3,3,3,1,4,1,5,1,3,4,3,5,2,5,3,3,2,4,2,2,2,1,1,4,3,3,1,3,2,1,1,3,3,3,3,4,4,3,4,4,4,4,2,2,2,2,2,3,5,5,5,5,5,5,5,1,5,1,1,1,2,4,3,3,4,3,3,2,2,2,2,4,2,1,2,4,5,3,9,8,2,1.125,2
346,1,2,1,2,2,2,2,5,4,4,4,4,4,3,4,3,4,4,1,2,4,5,4,5,4,5,4,3,1,2,1,8,3,3,4,2,4,3,3,4,4,3,2,2,2,2,1,1,1,3,3,4,1,3,3,4,1,3,4,4,3,1,4,2,2,1,3,5,5,5,4,1,3,3,2,1,1,2,4,2,3,3,3,1,1,2,2,4,4,4,4,2,2,2,2,2,3,2,2,2,2,2,2,2,1,5,1,1,1,1,2,3,3,3,3,4,3,2,2,2,3,3,3,3,4,5,2,9,8,2,1,3
347,1,2,1,4,4,3,2,3,3,4,3,3,3,4,3,3,3,3,1,4,4,5,4,5,4,5,5,3,1,2,1,9,4,4,2,1,4,3,3,4,4,4,2,2,2,2,1,2,2,4,3,1,1,3,2,3, ,3,1,3,5,1,3,3,3,1,4,2,2,2,2,1,4,3,2,1,1,1,1,1,2,3,3,1,4,2,2,4,4,4,4,1,2,2,2,2,3,5,5,5,5,5,5,5,1,4,1,9,1,2,4,4,4,1,4,4,1,2,2,2,4,2,2,4,2,2,2,9,8,3,.636363636363636,2
348,1,2,1,4,2,1,2,3,2,1,2,2,2,3,3,4,3,3,1,2,3,4,4,5,4,5,5,3,1,2,1,7,3,4,2,3,4,3,3,4,3,3,1,2,1,2,1,1,2,3,3,2,2,2,2,1, ,3,3,3,2,2,3,3,3,2,3,2,2,1,1,1,3,4,3,1,1,2,1,1,3,3,3,1,3,1,1,4,4,4,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,3,3,1,1,1,1,2,2,3,3,2,2,2,12,8,2,.636363636363636,3
349,1,2,1,4,2,5,3,5,4,3,4,3,4,3,4,3,4,4,1,4,4,5,4,5,5,5,5,3,1,4,1,6,4,4,4,4,4,3,3,4,4,3,2,2,2,2,1,2,1,3,2,1,1,3,4,5,1,3,2,2,5,1,3,3,3,1,1,2,2,2,1,1,4,3,4,1,1,2,2,1,4,3,3,1,3,2,2,4,4,4,4,2,2,2,2,2,3,1,1,1,5,5,4,4,1,4,1,9,1,2,2,4,4,2,5,4,2,2,2,2,4,2,2,2,4,5,2,11,8,3,.75,98
350,1,2,2,4,5,4,3,5,3,2,3,3,3,3,3,3,3,3,5,2,3,4,5,4,5,3,5,3,1,4,2,10,4,4,3,3,4,3,3,4,4,3,2,2,2,2,1,1,1,1,1,1,1,2,3,5,1,3,2,2,4,1,3,1,2,1,3,4,4,1,2,9,3,2,3,2,1,4,1,1,4,4,3,1,3,3,4,2,4,4,3,1,1,1,1,1,3,2,2,1,3,5,4,4,1,4,2,3,3,3,3,1,3,1,5,2,2,3,3,3,4,2,2,1,5,6,5,8,8,3,1.125,98
351,1,2,2,3,5,3,3,5,2,2,3,3,3,4,4,4,2,2,3,2,3,4,4,5,5,4,4,3,1,4,1,8,3,3,3,2,9,1,3,9,3,9,2,2,2,2,1,1,1,2,2,2,1,2,3,4,1,2,1,1,3,1,2,2,2,1,3,3,4,2,1,2,3,2,3,2,1,4,1,1,3,2,2,1,3,4,4,2,4,3,2,1,1,1,1,1,3,5,2,5,4,5,2,2,1,3,3,3,2,2,3,2,3,2,5,2,2,4,4,4,3,4,2,2,4,4,1,12,8,3,.853658536585366,2
352,1,2,2,3,2,2,2,3,2,2,2,2,3,3,3,3,2,2,5,2,3,5,5,5,5,4,5,3,1,2,2,10,3,3,3,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,3,3,3,3, ,2,3,3,2,2,2,3,3,1,3,4,3,2,2,2,3,3,3,2,1,3,1,1,2,2,2,1,3,4,4,2,3,3,3,2,1,1,1,1,3,3,3,3,2,2,2,2,2,3,1,2,1,1,1,1,2,2,3,2,2,3,3,3,3,2,3,4,3,3,2,8,8,2,.853658536585366,98
353,1,2,1,1,97,3,4,6,3,3,3,3,3,3,3,3,3,3,5,1,3,5,5,5,5,5,5,3,1,3,2,9,4,4,4,2,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,2,1,3,3,4,2,3,2,2,3,3,3,2,2,1,2,4,4,3,3,9,2,2,3,2,1,4,3,1,3,2,2,1,3,3,4,2,4,3,3,1,1,1,1,1,3,5,5,5,5,5,5,5,1,3,1,1,1,1,2,1,3,3,3,3,1,3,3,3,3,1,2,1,3,3,3,8,8,2,1.26923076923077,98
354,1,2,1,1,3,3,2,4,2,2,2,2,2,3,4,3,1,2,1,1,2,5,5,5,5,5,5,3,1,4,2,10,3,3,3,3,2,2,4,4,2,4,2,2,2,2,1,1,1,1,1,2,2,2,2,3, ,2,2,3,2,3,4,3,2,1,2,4,4,3,4,2,2,2,3,3,1,4,4,1,4,3,2,1,3,3,3,3,4,4,3,1,1,1,1,1,3,5,5,5,2,5,2,2,2,2,2,2,1,1,2,1,2,2,3,3,2,3,3,3,2,1,2,1,4,4,4,8,8,2,1.26923076923077,3
355,1,2,2,1,97,2,2,4,2,2,2,2,2,3,3,3,1,1,1,2,3,5,5,5,5,5,5,3,1,3,2,8,3,4,4,3,3,3,2,4,4,3,2,2,1,2,1,1,1,1,1,2,2,3,3,4,1,2,3,3,2,3,3,3,3,1,3,4,3,3,2,2,3,2,3,2,1,3,1,1,2,2,2,1,3,4,4,2,3,3,3,1,1,1,1,1,3,3,3,1,2,2,2,2,1,3,1,2,1,1,1,1,2,3,3,3,2,2,3,3,3,1,3,4,3,4,1,8,8,2,1.23076923076923,3
356,1,2,2,2,5,2,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,3,3,2,2,2,4,4,2,4,4,4,2,2,2,2,1,1,1,1,1,2,2,2,2,3, ,2,3,3,2,2,2,2,2,1,3,2,2,2,2,2,3,3,3,3,1,3,4,1,1,1,1,1,1,1,1,3,3,3,3,1,2,2,2,2,3,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,3,3,2,1,3,3,3,3,2,2,3,3,3,1,1,8,2,.975609756097561,98
